	location	address	adname	cityname	id	importance	name	pname	tel	type	typecode	经	纬	keywords
243	105.770222,29.483718	双龙西路9号	大足区	重庆市	B0FFH54KCU	[]	戴尔电脑	重庆市	023-43333520	购物服务;家电电子卖场;数码电子	060306	105.770222	29.483718	戴尔
244	114.276701,32.660902	008县道	汝南县	驻马店市	B0FFG1JU10	[]	戴尔电脑	河南省	18039690989	购物服务;家电电子卖场;数码电子	060306	114.276701	32.660902	戴尔
245	120.562169,32.398756	经济开发区普庆路64号	如皋市	南通市	B0FFFT2PU5	[]	戴尔电脑	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	120.562169	32.398756	戴尔
246	113.970902,33.266012	蔡寨大道南50米	西平县	驻马店市	B0FFG0UY4S	[]	戴尔电脑	河南省	[]	购物服务;家电电子卖场;数码电子	060306	113.970902	33.266012	戴尔
247	121.299920,32.262245	大豫镇人民南路177号	如东县	南通市	B0FFFZ0MUV	[]	戴尔电脑	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	121.299920	32.262245	戴尔
248	116.162473,23.297596	流沙大道西与玉华南路交叉口西150米	普宁市	揭阳市	B0FFG8BLMX	[]	戴尔(流沙大道西)	广东省	0663-2248666	购物服务;家电电子卖场;数码电子	060306	116.162473	23.297596	戴尔
249	114.278841,26.743921	黄洋界大道a21附近	井冈山市	吉安市	B0FFG4SD61	[]	戴尔电脑	江西省	13479655777	购物服务;家电电子卖场;数码电子	060306	114.278841	26.743921	戴尔
250	115.990639,39.477904	冠云中路703号	涿州市	保定市	B0FFFVW8V0	[]	戴尔电脑	河北省	13582238214	购物服务;家电电子卖场;数码电子	060306	115.990639	39.477904	戴尔
251	115.577966,37.307402	324省道与905县道交叉口西150米	南宫市	邢台市	B0FFG1GTWM	[]	戴尔电脑	河北省	[]	购物服务;家电电子卖场;数码电子	060306	115.577966	37.307402	戴尔
252	121.341134,30.728307	卫清西路589号	金山区	上海市	B0FFFTHXY7	[]	戴尔电脑	上海市	[]	购物服务;家电电子卖场;数码电子	060306	121.341134	30.728307	戴尔
253	120.013174,30.657563	振华路与环城南路交叉口西北50米	吴兴区	湖州市	B0FFH6LACE	[]	戴尔电脑	浙江省	[]	购物服务;家电电子卖场;数码电子	060306	120.013174	30.657563	戴尔
254	120.272948,31.905932	澄江街道人民中路100号苏宁电器二楼	江阴市	无锡市	B0FFG6OFY3	[]	戴尔电脑	江苏省	0510-86839321	购物服务;家电电子卖场;数码电子	060306	120.272948	31.905932	戴尔
255	114.470746,34.357708	218省道与016县道交汇处	通许县	开封市	B0FFGWPTXI	[]	戴尔电脑	河南省	18637894632	购物服务;家电电子卖场;数码电子	060306	114.470746	34.357708	戴尔
256	114.038908,33.953157	人民路与008县道交叉口西50米	临颍县	漯河市	B0FFGY1Y1W	[]	戴尔电脑	河南省	0395-8511581	购物服务;家电电子卖场;数码电子	060306	114.038908	33.953157	戴尔
257	115.367726,35.720160	Z011北50米	范县	濮阳市	B0FFH5L28D	[]	戴尔电脑	河南省	[]	购物服务;家电电子卖场;数码电子	060306	115.367726	35.720160	戴尔
258	117.038625,34.965491	新港南路东100米	滕州市	枣庄市	B0FFGB7DO6	[]	戴尔电脑	山东省	13563264138	购物服务;家电电子卖场;数码电子	060306	117.038625	34.965491	戴尔
259	117.639760,31.685075	秀水花园6栋6号	巢湖市	合肥市	B0FFGY2ITA	[]	戴尔电脑	安徽省	15385150448	购物服务;家电电子卖场;数码电子	060306	117.639760	31.685075	戴尔
260	120.476153,31.233194	胥口子胥社区孙武路太湖水云天北50米	吴中区	苏州市	B0FFGKFYR7	[]	戴尔电脑	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	120.476153	31.233194	戴尔
261	113.720853,33.317313	芦庙乡芦庙中心学校斜对面	西平县	驻马店市	B0FFG06FCL	[]	戴尔电脑	河南省	18839639193	购物服务;家电电子卖场;数码电子	060306	113.720853	33.317313	戴尔
262	115.800052,39.264721	定兴镇通兴东路69号惠友购物广场对面	定兴县	保定市	B0FFH634MD	[]	戴尔电脑	河北省	[]	购物服务;家电电子卖场;数码电子	060306	115.800052	39.264721	戴尔
263	126.565351,43.847806	吉林大街178号吉林剧场电脑城副1071	船营区	吉林市	B0FFFZ2PI9	[]	戴尔	吉林省	[]	购物服务;家电电子卖场;数码电子	060306	126.565351	43.847806	戴尔
264	111.126407,29.419708	幸福中路065号	慈利县	张家界市	B0FFH0168M	[]	戴尔电脑	湖南省	0744-3521666	购物服务;家电电子卖场;数码电子	060306	111.126407	29.419708	戴尔
265	119.304278,34.195376	新张线附近	灌南县	连云港市	B0FFH6HIHG	[]	戴尔电脑	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	119.304278	34.195376	戴尔
266	116.393600,34.190919	043县道东50米	夏邑县	商丘市	B0FFHGU6AO	[]	戴尔电脑	河南省	[]	购物服务;家电电子卖场;数码电子	060306	116.393600	34.190919	戴尔
267	113.577469,23.128007	新塘镇凤凰城交通中心广场大街230号	增城区	广州市	B0FFHYF66L	[]	戴尔电脑	广东省	020-26221235	购物服务;家电电子卖场;数码电子	060306	113.577469	23.128007	戴尔
268	118.079654,36.958167	中心大街2385号附近	桓台县	淄博市	B0FFI6PQZK	[]	戴尔电脑	山东省	[]	购物服务;家电电子卖场;数码电子	060306	118.079654	36.958167	戴尔
269	115.938754,28.548220	莲塘镇向阳路784号	南昌县	南昌市	B0FFGYY32Q	[]	戴尔电脑	江西省	[]	购物服务;家电电子卖场;数码电子	060306	115.938754	28.548220	戴尔
270	111.651291,29.441000	人民街505附近	临澧县	常德市	B0FFG4T7NK	[]	戴尔电脑	湖南省	[]	购物服务;家电电子卖场;数码电子	060306	111.651291	29.441000	戴尔
271	120.830383,31.302696	新胜路新胜商业广场1号	吴中区	苏州市	B0FFHG89J4	[]	戴尔电脑	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	120.830383	31.302696	戴尔
272	119.671010,32.183346	大港赵声路51号大统华超市旁	京口区	镇江市	B0FFGAE6H8	[]	戴尔电脑	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	119.671010	32.183346	戴尔
273	113.651715,35.081512	040县道东50米	获嘉县	新乡市	B0FFI47NWL	[]	戴尔电脑	河南省	[]	购物服务;家电电子卖场;数码电子	060306	113.651715	35.081512	戴尔
274	114.676568,36.671211	邯临线	丛台区	邯郸市	B0FFHQ1WB3	[]	戴尔电脑	河北省	[]	购物服务;家电电子卖场;数码电子	060306	114.676568	36.671211	戴尔
275	114.911790,37.611330	吉祥路93号	宁晋县	邢台市	B0FFFRV3O5	[]	戴尔电脑	河北省	0319-5801111;13191608808	购物服务;家电电子卖场;数码电子	060306	114.911790	37.611330	戴尔
276	113.994485,22.676555	华荣路西200米	龙华区	深圳市	B0FFHLL46N	[]	戴尔电脑	广东省	[]	购物服务;家电电子卖场;数码电子	060306	113.994485	22.676555	戴尔
277	114.268488,36.477477	163乡道南中国工商银行东侧	峰峰矿区	邯郸市	B0FFG2G5UO	[]	戴尔电脑	河北省	[]	购物服务;家电电子卖场;数码电子	060306	114.268488	36.477477	戴尔
278	114.534686,32.821340	平安路与015县道交叉口东150米	汝南县	驻马店市	B0FFG7J8WO	[]	戴尔电脑	河南省	[]	购物服务;家电电子卖场;数码电子	060306	114.534686	32.821340	戴尔
279	112.639682,34.626556	[]	洛龙区	洛阳市	B0FFIL6HJ9	[]	戴尔电脑	河南省	[]	购物服务;家电电子卖场;数码电子	060306	112.639682	34.626556	戴尔
280	120.697593,32.567754	李堡镇东大街64号李堡中学附近	海安县	南通市	B0FFH9XPXL	[]	戴尔电脑	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	120.697593	32.567754	戴尔
281	113.687790,22.822010	虎门大道239号中联大厦1层	东莞市	东莞市	B0FFHNGWSF	[]	戴尔电脑	广东省	[]	购物服务;家电电子卖场;数码电子	060306	113.687790	22.822010	戴尔
282	106.498290,29.745968	同荣路33号	北碚区	重庆市	B0FFHRQZPA	[]	戴尔电脑	重庆市	023-68323830	购物服务;家电电子卖场;数码电子	060306	106.498290	29.745968	戴尔
283	105.720146,29.703274	一环北路中段与国梁路交叉口东50米	大足区	重庆市	B0FFGDYYXW	[]	戴尔电脑	重庆市	[]	购物服务;家电电子卖场;数码电子	060306	105.720146	29.703274	戴尔
284	123.043935,41.558351	长滩路60号附近	辽中区	沈阳市	B0FFG7RR1T	[]	戴尔电脑	辽宁省	15041285049	购物服务;家电电子卖场;数码电子	060306	123.043935	41.558351	戴尔
285	119.204993,35.753317	解放路福都购物广场内	五莲县	日照市	B0FFHOH780	[]	戴尔电脑	山东省	[]	购物服务;家电电子卖场;数码电子	060306	119.204993	35.753317	戴尔
286	108.216770,30.403435	月台南路与月台路交叉口西50米	石柱土家族自治县	重庆市	B0FFGCWNRT	[]	戴尔电脑	重庆市	18993572987	购物服务;家电电子卖场;数码电子	060306	108.216770	30.403435	戴尔
287	116.090339,36.850067	市场路与汇新路交叉口西南100米	高唐县	聊城市	B0FFHOZCFY	[]	戴尔电脑	山东省	[]	购物服务;家电电子卖场;数码电子	060306	116.090339	36.850067	戴尔
288	118.301150,35.190718	G205号(山深线)	兰山区	临沂市	B0FFHVOTNM	[]	戴尔电脑	山东省	[]	购物服务;家电电子卖场;数码电子	060306	118.301150	35.190718	戴尔
289	114.360108,36.428187	G107(京深线)	邯山区	邯郸市	B0FFHP45UK	[]	戴尔电脑	河北省	[]	购物服务;家电电子卖场;数码电子	060306	114.360108	36.428187	戴尔
290	112.195996,25.376823	塔峰新建路130号	蓝山县	永州市	B0FFHNRXDG	[]	戴尔电脑	湖南省	[]	购物服务;家电电子卖场;数码电子	060306	112.195996	25.376823	戴尔
291	113.732400,22.784526	振安西路与银城一路交叉口西南100米	东莞市	东莞市	B0FFHP0WXF	[]	戴尔电脑	广东省	[]	购物服务;家电电子卖场;数码电子	060306	113.732400	22.784526	戴尔
292	114.307088,35.387471	004乡道与011县道交叉口西150米	延津县	新乡市	B0FFI1NOCO	[]	戴尔电脑	河南省	[]	购物服务;家电电子卖场;数码电子	060306	114.307088	35.387471	戴尔
293	118.099854,37.064182	荆夏路	桓台县	淄博市	B0FFI1R2F1	[]	戴尔电脑	山东省	[]	购物服务;家电电子卖场;数码电子	060306	118.099854	37.064182	戴尔
294	117.130312,34.809213	文化街16-8号	微山县	济宁市	B0FFGTMYBQ	[]	戴尔	山东省	[]	购物服务;购物相关场所;购物相关场所	060000	117.130312	34.809213	戴尔
295	112.216524,37.203849	平南路29附近	平遥县	晋中市	B0FFFYY96I	[]	戴尔电脑	山西省	15110613009	购物服务;家电电子卖场;数码电子	060306	112.216524	37.203849	戴尔
296	112.470463,39.987816	柳影南路附近	右玉县	朔州市	B0FFFZWQME	[]	戴尔电脑	山西省	18634901929	购物服务;家电电子卖场;数码电子	060306	112.470463	39.987816	戴尔
297	110.206555,28.215578	建设北路与319国道交叉口西南150米	泸溪县	湘西土家族苗族自治州	B0FFHE770X	[]	戴尔电脑	湖南省	[]	购物服务;家电电子卖场;数码电子	060306	110.206555	28.215578	戴尔
298	112.012503,26.309404	004县道西50米	祁阳县	永州市	B0FFIDQVNO	[]	戴尔电脑	湖南省	[]	购物服务;家电电子卖场;数码电子	060306	112.012503	26.309404	戴尔
299	114.129576,23.137164	万润商业步行街与岗湖路交叉口西南100米	博罗县	惠州市	B0FFIHK5U4	[]	戴尔电脑	广东省	[]	购物服务;家电电子卖场;数码电子	060306	114.129576	23.137164	戴尔
300	120.948943,30.781016	大云镇云溪北路83号	嘉善县	嘉兴市	B0FFH1DPZ3	[]	戴尔电脑	浙江省	[]	购物服务;家电电子卖场;数码电子	060306	120.948943	30.781016	戴尔
301	116.874966,29.085419	269乡道与706县道交叉口东150米	鄱阳县	上饶市	B0FFHNG1QZ	[]	戴尔电脑	江西省	[]	购物服务;家电电子卖场;数码电子	060306	116.874966	29.085419	戴尔
302	121.117218,31.148094	镇公园路435号1楼	青浦区	上海市	B0FFHGVNET	[]	戴尔电脑	上海市	[]	购物服务;家电电子卖场;数码电子	060306	121.117218	31.148094	戴尔
303	108.088380,30.717009	分水镇分水西路背街10号	万州区	重庆市	B0FFGA1M0C	[]	戴尔电脑	重庆市	023-58434011;15223611115	购物服务;家电电子卖场;数码电子	060306	108.088380	30.717009	戴尔
304	115.279887,33.274742	004乡道路西	沈丘县	周口市	B0FFGZXWQ3	[]	戴尔电脑	河南省	[]	购物服务;家电电子卖场;数码电子	060306	115.279887	33.274742	戴尔
305	120.614986,32.440706	新凌路与红旗西路交叉口东50米	如皋市	南通市	B0FFG385RS	[]	戴尔电脑	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	120.614986	32.440706	戴尔
306	121.363502,28.506638	丹崖路113号	温岭市	台州市	B0FFHHVN4E	[]	戴尔电脑	浙江省	[]	购物服务;家电电子卖场;数码电子	060306	121.363502	28.506638	戴尔
307	113.735632,34.392629	洧水路85号	新郑市	郑州市	B0FFGE0ZR5	[]	戴尔电脑	河南省	[]	购物服务;家电电子卖场;数码电子	060306	113.735632	34.392629	戴尔
308	110.940392,34.535455	G209(呼北线)	灵宝市	三门峡市	B0FFI2JPVM	[]	戴尔电脑	河南省	[]	购物服务;家电电子卖场;数码电子	060306	110.940392	34.535455	戴尔
309	107.952806,34.273221	渭惠路北150米	扶风县	宝鸡市	B0FFG12XK2	[]	戴尔电脑	陕西省	[]	购物服务;家电电子卖场;数码电子	060306	107.952806	34.273221	戴尔
310	112.417005,34.423565	人民西路145号	伊川县	洛阳市	B0FFI2GF19	[]	戴尔电脑	河南省	[]	购物服务;家电电子卖场;数码电子	060306	112.417005	34.423565	戴尔
311	114.833729,36.330944	兴堡东街40号附近	魏县	邯郸市	B0FFHYZPL6	[]	戴尔电脑	河北省	[]	购物服务;家电电子卖场;数码电子	060306	114.833729	36.330944	戴尔
312	106.252754,29.283130	德胜街49号	江津区	重庆市	B0FFGA0UQA	[]	戴尔电脑	重庆市	[]	购物服务;家电电子卖场;数码电子	060306	106.252754	29.283130	戴尔
313	117.853213,36.504809	金晶路48-2号楼附近	博山区	淄博市	B0FFI8RT05	[]	戴尔电脑	山东省	[]	购物服务;家电电子卖场;数码电子	060306	117.853213	36.504809	戴尔
314	116.828286,35.222105	太黄线与郭里大街交叉口西150米	邹城市	济宁市	B0FFHF0YIJ	[]	戴尔电脑	山东省	[]	购物服务;家电电子卖场;数码电子	060306	116.828286	35.222105	戴尔
315	118.828996,35.664264	文化路14-10号附近	莒县	日照市	B0FFH66QUZ	[]	戴尔电脑	山东省	[]	购物服务;家电电子卖场;数码电子	060306	118.828996	35.664264	戴尔
316	117.955236,35.403341	光华路与文兴路交叉口西南100米	费县	临沂市	B0FFHXPGYF	[]	戴尔电脑	山东省	[]	购物服务;家电电子卖场;数码电子	060306	117.955236	35.403341	戴尔
317	111.669692,32.383731	学府路财政局对面	老河口市	襄阳市	B0FFFTJLZP	[]	戴尔电脑	湖北省	13797700061	购物服务;家电电子卖场;数码电子	060306	111.669692	32.383731	戴尔
318	118.690551,35.412945	平安路与政府前街交叉口西南150米	莒县	日照市	B0FFH675QZ	[]	戴尔电脑	山东省	[]	购物服务;家电电子卖场;数码电子	060306	118.690551	35.412945	戴尔
319	120.621504,37.745793	北沟大街与206国道交叉口北150米	蓬莱市	烟台市	B0FFIBEJFU	[]	戴尔电脑	山东省	[]	购物服务;家电电子卖场;数码电子	060306	120.621504	37.745793	戴尔
320	121.016481,30.886430	枫泾枫丽路枫溪公园西100米	金山区	上海市	B0FFH4RYC4	[]	戴尔电脑	上海市	[]	购物服务;家电电子卖场;数码电子	060306	121.016481	30.886430	戴尔
321	110.896154,34.518634	亚武路南50米灵宝市交通运输局附近	灵宝市	三门峡市	B0FFHU6FYB	[]	戴尔电脑	河南省	[]	购物服务;家电电子卖场;数码电子	060306	110.896154	34.518634	戴尔
322	121.452867,28.473316	锦山西路139号	温岭市	台州市	B0FFH7OV8C	[]	戴尔电脑	浙江省	[]	购物服务;家电电子卖场;数码电子	060306	121.452867	28.473316	戴尔
323	115.475459,32.180538	胡族铺镇胡族镇乐家超市旁边	固始县	信阳市	B0FFI2ITNL	[]	戴尔电脑	河南省	[]	购物服务;家电电子卖场;数码电子	060306	115.475459	32.180538	戴尔
324	115.032813,36.323725	邯大公路南200米	魏县	邯郸市	B0FFI2V3HT	[]	戴尔电脑	河北省	0310-3460666	购物服务;家电电子卖场;数码电子	060306	115.032813	36.323725	戴尔
325	115.650570,34.439860	民主东路商海广场高科技电子城A区7号	梁园区	商丘市	B0FFHLJ9CF	[]	戴尔	河南省	[]	购物服务;家电电子卖场;数码电子	060306	115.650570	34.439860	戴尔
326	115.199001,36.075679	城关镇开元南路29号	南乐县	濮阳市	B018900HB4	[]	戴尔电脑	河南省	[]	购物服务;家电电子卖场;数码电子	060306	115.199001	36.075679	戴尔
327	120.422969,29.790711	枫北路与钟瑛路交叉口东50米	诸暨市	绍兴市	B0FFH5SUIJ	[]	戴尔电脑	浙江省	[]	购物服务;家电电子卖场;数码电子	060306	120.422969	29.790711	戴尔
328	115.854673,35.353315	龙太线东50米	巨野县	菏泽市	B0FFHC2FBN	[]	戴尔电脑	山东省	[]	购物服务;家电电子卖场;数码电子	060306	115.854673	35.353315	戴尔
329	114.949909,36.102308	卫河街68号附近	魏县	邯郸市	B0FFI1NGYN	[]	戴尔电脑	河北省	[]	购物服务;家电电子卖场;数码电子	060306	114.949909	36.102308	戴尔
330	116.292526,35.400682	327国道卧龙山国税局	嘉祥县	济宁市	B0FFG413L1	[]	戴尔电脑	山东省	[]	购物服务;家电电子卖场;数码电子	060306	116.292526	35.400682	戴尔
331	115.095015,38.346465	滨河街与车站南街交叉口北100米	定州市	保定市	B0FFH7Y4RP	[]	戴尔电脑	河北省	[]	购物服务;家电电子卖场;数码电子	060306	115.095015	38.346465	戴尔
332	119.758407,32.264041	华鹏路	扬中市	镇江市	B0FFHO5A6C	[]	戴尔电脑	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	119.758407	32.264041	戴尔
333	120.827052,32.490307	府前路110号附近	如东县	南通市	B0FFG3YIDM	[]	戴尔电脑	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	120.827052	32.490307	戴尔
334	120.141208,28.933013	环镇南路68号附近	永康市	金华市	B0FFIAAEDV	[]	戴尔电脑	浙江省	[]	购物服务;家电电子卖场;数码电子	060306	120.141208	28.933013	戴尔
335	118.384451,37.649213	盐窝镇310省道政和小区附近	利津县	东营市	B0FFFV9CJW	[]	戴尔电脑	山东省	[]	购物服务;家电电子卖场;数码电子	060306	118.384451	37.649213	戴尔
336	120.449684,30.261442	南虹路395-397号	萧山区	杭州市	B0FFFT08RB	[]	戴尔电脑	浙江省	[]	购物服务;家电电子卖场;数码电子	060306	120.449684	30.261442	戴尔
337	108.523386,41.575377	杭盖路与海流图路交叉口南150米	乌拉特中旗	巴彦淖尔市	B0FFHBTAJW	[]	戴尔电脑	内蒙古自治区	[]	购物服务;家电电子卖场;数码电子	060306	108.523386	41.575377	戴尔
338	115.793402,33.535938	008县道与014县道交叉口东150米	谯城区	亳州市	B0FFHB85WN	[]	戴尔电脑	安徽省	[]	购物服务;家电电子卖场;数码电子	060306	115.793402	33.535938	戴尔
339	116.601107,34.697934	工农中路18号	丰县	徐州市	B0FFI61U7V	[]	戴尔电脑	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	116.601107	34.697934	戴尔
340	114.676251,35.184915	桂陵大道与长城大道交叉口南250米易诚宾馆旁	长垣县	新乡市	B0FFG264S0	[]	戴尔电脑	河南省	13598626816	购物服务;家电电子卖场;数码电子	060306	114.676251	35.184915	戴尔
341	118.584192,39.802119	177乡道东50米	滦县	唐山市	B0FFHGSO9U	[]	戴尔电脑	河北省	[]	购物服务;家电电子卖场;数码电子	060306	118.584192	39.802119	戴尔
342	120.742128,32.482327	010县道东50米	如东县	南通市	B0FFHUXCLX	[]	戴尔电脑	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	120.742128	32.482327	戴尔
343	121.489610,30.914927	南桥镇望园南路1518弄A1栋	奉贤区	上海市	B0FFHHOB1D	[]	戴尔电脑	上海市	[]	购物服务;家电电子卖场;数码电子	060306	121.489610	30.914927	戴尔
344	115.762718,39.210260	北河镇	定兴县	保定市	B0FFHD04IZ	[]	戴尔电脑	河北省	[]	购物服务;家电电子卖场;数码电子	060306	115.762718	39.210260	戴尔
345	115.397871,36.067101	324省道附近	南乐县	濮阳市	B0FFFUE6JQ	[]	戴尔电脑	河南省	15239995393	购物服务;家电电子卖场;数码电子	060306	115.397871	36.067101	戴尔
346	103.487898,29.797861	上街与下街交叉口东50米	夹江县	乐山市	B0FFIACQG5	[]	戴尔电脑	四川省	[]	购物服务;家电电子卖场;数码电子	060306	103.487898	29.797861	戴尔
347	113.596162,35.036073	002县道西50米	武陟县	焦作市	B0FFI8SI7O	[]	戴尔电脑	河南省	[]	购物服务;家电电子卖场;数码电子	060306	113.596162	35.036073	戴尔
348	114.442606,33.121352	留盆镇	汝南县	驻马店市	B0FFFRNUZ9	[]	戴尔电脑	河南省	18839680007	购物服务;家电电子卖场;数码电子	060306	114.442606	33.121352	戴尔
349	117.105555,35.901987	磁窑镇333省道磁窑公寓旁	宁阳县	泰安市	B0FFHDTS10	[]	戴尔电脑	山东省	[]	购物服务;家电电子卖场;数码电子	060306	117.105555	35.901987	戴尔
350	115.188893,36.439580	109乡道东200米	大名县	邯郸市	B0FFI497Y1	[]	戴尔电脑	河北省	[]	购物服务;家电电子卖场;数码电子	060306	115.188893	36.439580	戴尔
351	121.339710,30.847501	珠港街305号靠近中国邮政储蓄银行(朱行支所)	金山区	上海市	B0FFI9AA8P	[]	戴尔电脑	上海市	13761971988	购物服务;家电电子卖场;数码电子	060306	121.339710	30.847501	戴尔
352	113.186296,23.473029	狮岭益群太平庄平西队一巷5号	花都区	广州市	B0FFHUJS56	[]	戴尔电脑	广东省	15322098812	购物服务;家电电子卖场;数码电子	060306	113.186296	23.473029	戴尔
353	118.462128,30.471201	共和路137号附近	泾县	宣城市	B0FFI26IS9	[]	戴尔电脑	安徽省	[]	购物服务;家电电子卖场;数码电子	060306	118.462128	30.471201	戴尔
354	115.073939,36.104314	301省道西50米	南乐县	濮阳市	B0FFG6FNQY	[]	戴尔电脑	河南省	15939313207	购物服务;家电电子卖场;数码电子	060306	115.073939	36.104314	戴尔
355	108.510207,41.581388	杭盖北街与杭盖北路交叉口东150米	乌拉特中旗	巴彦淖尔市	B0FFIC8FNN	[]	戴尔电脑	内蒙古自治区	[]	购物服务;家电电子卖场;数码电子	060306	108.510207	41.581388	戴尔
356	115.859421,39.237718	杨各庄西引线大街49号附近	定兴县	保定市	B0FFI1RT9D	[]	戴尔电脑	河北省	[]	购物服务;家电电子卖场;数码电子	060306	115.859421	39.237718	戴尔
357	120.192115,32.221302	黄桥镇溪桥府前街46号	泰兴市	泰州市	B0FFFVO51H	[]	戴尔电脑	江苏省	[]	购物服务;家电电子卖场;数码电子	060306	120.192115	32.221302	戴尔
358	115.648130,33.557488	G105(京珠线)	谯城区	亳州市	B0FFIB0P6G	[]	戴尔电脑	安徽省	[]	购物服务;家电电子卖场;数码电子	060306	115.648130	33.557488	戴尔
359	108.515258,41.581846	杭盖北街与杭盖北路交叉口东北150米	乌拉特中旗	巴彦淖尔市	B0FFG6R4ED	[]	戴尔电脑	内蒙古自治区	15147826070	购物服务;家电电子卖场;数码电子	060306	108.515258	41.581846	戴尔
360	118.594330,36.505787	东城街道东五路舜天科技旁	临朐县	潍坊市	B0FFI185PJ	[]	戴尔电脑	山东省	0536-3356167	购物服务;家电电子卖场;数码电子	060306	118.594330	36.505787	戴尔
361	112.167797,37.112718	371县道东50米	平遥县	晋中市	B0FFHD8LWO	[]	戴尔电脑	山西省	[]	购物服务;家电电子卖场;数码电子	060306	112.167797	37.112718	戴尔
362	114.695244,35.117349	华豫大道79号附近	长垣县	新乡市	B0FFHJPOUQ	[]	戴尔电脑	河南省	0373-8711055	购物服务;家电电子卖场;数码电子	060306	114.695244	35.117349	戴尔
363	116.411499,28.734501	官康路与平安路交叉口东北50米	余干县	上饶市	B0FFHNEFEP	[]	戴尔电脑	江西省	[]	购物服务;家电电子卖场;数码电子	060306	116.411499	28.734501	戴尔
364	107.979293,39.089487	西鄂尔多斯路与阿尔巴斯街交叉口东南150米	鄂托克旗	鄂尔多斯市	B0FFFYU58M	[]	戴尔电脑	内蒙古自治区	[]	购物服务;家电电子卖场;数码电子	060306	107.979293	39.089487	戴尔
365	117.519640,35.620884	327国道南50米	泗水县	济宁市	B0FFGB8A8G	[]	戴尔电脑	山东省	[]	购物服务;家电电子卖场;数码电子	060306	117.519640	35.620884	戴尔
366	113.698599,22.797591	捷南路778-780号附近	东莞市	东莞市	B0FFHRL4NN	[]	戴尔	广东省	[]	购物服务;购物相关场所;购物相关场所	060000	113.698599	22.797591	戴尔
367	126.254204,48.038226	东三街与薄峪路交叉口西150米	克东县	齐齐哈尔市	B01C401W2N	[]	戴尔(中共克东县粮食系统委员会西)	黑龙江省	[]	购物服务;家电电子卖场;数码电子	060306	126.254204	48.038226	戴尔
368	116.304942,39.944732	北洼路4号苏宁电器1层	海淀区	北京市	B0FFHYCJK4	[]	戴尔	北京市	13366484879	购物服务;家电电子卖场;数码电子	060306	116.304942	39.944732	戴尔
369	116.347632,40.032799	永泰庄路25号	海淀区	北京市	B0FFHQOI80	[]	戴尔	北京市	010-53686547	购物服务;家电电子卖场;数码电子	060306	116.347632	40.032799	戴尔
370	119.094184,25.313212	北浦街1号弄与南埔路交叉口东南100米	秀屿区	莆田市	B0FFFROHH5	[]	戴尔	福建省	[]	购物服务;家电电子卖场;数码电子	060306	119.094184	25.313212	戴尔
371	123.427296,41.765766	三好街与文萃路交叉口北50米	和平区	沈阳市	B0FFIG6WAD	[]	戴尔	辽宁省	[]	购物服务;家电电子卖场;数码电子	060306	123.427296	41.765766	戴尔
372	118.124482,27.331341	人民路与民主北路交叉口西南50米	建阳区	南平市	B0FFGI15OQ	[]	戴尔(建阳区药品监督管理局北)	福建省	[]	购物服务;家电电子卖场;数码电子	060306	118.124482	27.331341	戴尔
373	117.359963,32.919491	东海大道4399号附近	蚌山区	蚌埠市	B0FFHQP4NA	[]	戴尔	安徽省	[]	购物服务;家电电子卖场;数码电子	060306	117.359963	32.919491	戴尔
374	75.989815,39.465392	解放南路4号附近	喀什市	喀什地区	B0FFI9C401	[]	戴尔	新疆维吾尔自治区	[]	购物服务;家电电子卖场;数码电子	060306	75.989815	39.465392	戴尔
375	115.496374,38.876102	恒祥北大街272-273号附近	莲池区	保定市	B0FFI9MA2U	[]	戴尔	河北省	[]	购物服务;家电电子卖场;数码电子	060306	115.496374	38.876102	戴尔
376	110.412806,28.443107	金水路右19号附近	沅陵县	怀化市	B0FFIDT4M2	[]	戴尔	湖南省	[]	购物服务;家电电子卖场;数码电子	060306	110.412806	28.443107	戴尔
377	117.995053,37.403861	黄河十二路万达广场一楼1028AA	滨城区	滨州市	B0FFGJLCFP	[]	戴尔	山东省	0543-2212598;13306498096	购物服务;家电电子卖场;数码电子	060306	117.995053	37.403861	戴尔
378	117.016802,32.640966	朝阳中路1号华联商厦(上东店)5层	田家庵区	淮南市	B0FFFO3VKC	[]	戴尔	安徽省	[]	购物服务;家电电子卖场;数码电子	060306	117.016802	32.640966	戴尔
379	114.281955,36.391555	316省道北50米	磁县	邯郸市	B0FFG8T3ZA	[]	戴尔	河北省	18132972067	购物服务;家电电子卖场;数码电子	060306	114.281955	36.391555	戴尔
380	117.553754,34.863112	青檀北路72-9号附近	市中区	枣庄市	B0FFI7Y0DL	[]	戴尔	山东省	[]	购物服务;家电电子卖场;数码电子	060306	117.553754	34.863112	戴尔
